,Degree,Excentricidad,Diametro,Radio,Camino más corto promedio,Transitividad,Eficiencia Global,Rich Club Coefficient,Core Ratio,Central Point Dominance,Spectral radius,Modularidad,Average Collaborations,Clustering
0,3.7346938775510203,5.163265306122449,6,4,3.6987067864688536,0.03898635477582846,0.2962465077044031,0.012746395486522254,0.5918367346938775,0.11086503346183507,1.8739227757440853,0.9124236725406887,14.153846153846153,0.06526687067682048
1,3.7346938775510203,5.163265306122449,6,4,3.6987067864688536,0.03898635477582846,0.2962465077044031,0.012746395486522254,0.5918367346938775,0.11086503346183507,1.8739227757440853,0.9124236725406887,14.153846153846153,0.06526687067682048
2,4.0227272727272725,4.791666666666667,6,3,3.5304758612743403,0.052537045352492144,0.30985664631107207,0.0152955409609402,0.6212121212121212,0.12071858731366655,1.8745971044614953,0.8974824288512502,13.5,0.08178959193457416
3,3.9141630901287554,5.133047210300429,6,4,3.653470475062898,0.04467153284671533,0.3042369641360957,0.016871392629865326,0.6137339055793991,0.1375292183788047,1.8665705765872593,0.8969957081545065,12.863636363636363,0.09127914142528011
4,4.149253731343284,5.115671641791045,6,4,3.6180613785007547,0.03695806680881308,0.3042861535022294,0.015540276147353121,0.6977611940298507,0.12317215823582008,1.865934502452938,0.921991167756722,13.384615384615385,0.054757369407375175
5,3.5053003533568905,5.091872791519434,6,4,3.7707941758765005,0.026765230690797857,0.29093301255556314,0.01243014309701025,0.5512367491166078,0.13551801453652337,1.8874769465418495,0.9317344560559356,13.777777777777779,0.05476501581824278
6,4.250825082508251,5.191419141914191,6,4,3.6408760081306144,0.04492699363534257,0.3016272157017555,0.014075579743404804,0.6501650165016502,0.12387172104107864,1.8602275574634564,0.889952571416082,13.8,0.062220334377773356
7,3.9457627118644067,4.935593220338983,6,4,3.662423613513202,0.0519159456118665,0.2990107229333014,0.013420961604980975,0.6203389830508474,0.13337492260494557,1.870769631116921,0.9280756370344748,13.392857142857142,0.07377251320940098
8,3.8617021276595747,4.904255319148936,6,3,3.458357037205598,0.06915254237288136,0.3215932794781829,0.02065081351689612,0.5797872340425532,0.177622548523722,1.9352966981496111,0.8965752645352145,12.0,0.11333239172385536
9,4.1257861635220126,4.968553459119497,6,4,3.654028530047815,0.041291980179849516,0.2992520286491168,0.013015098307640418,0.6446540880503144,0.09508596835211824,1.8837359643737108,0.9000654722933159,13.862068965517242,0.07705125942043557
10,3.9737704918032786,5.213114754098361,6,4,3.719111302847282,0.042153176330892536,0.2956600517688316,0.013071613459879207,0.6065573770491803,0.12809777291993843,1.8780260205088448,0.9132226056945643,13.133333333333333,0.08988479352256441
11,3.9318181818181817,5.159090909090909,6,4,3.6730902177670237,0.03596938775510204,0.3003912701157121,0.014949879018320083,0.6287878787878788,0.10697380313090189,1.8677478737588367,0.8895033990091025,13.076923076923077,0.051874632169029565
12,3.813953488372093,5.1395348837209305,6,4,3.5955227124538145,0.04657794676806084,0.3090422371949298,0.017822212562486416,0.6046511627906976,0.1566923252143577,1.8919482881128975,0.9045859595740057,12.952380952380953,0.058115440432658816
13,4.24505928853755,5.055335968379446,6,3,3.5731852688374426,0.049723756906077346,0.3094804149152961,0.016845473367212496,0.6403162055335968,0.12889300693025454,1.8833772124204688,0.8774076165380513,12.8,0.0654023083474981
14,4.252707581227437,4.971119133574007,6,3,3.562522890179459,0.0496969696969697,0.3085461030014915,0.015408360801548684,0.6606498194945848,0.16654572759031372,1.8755982338391204,0.9023439543766023,13.555555555555555,0.07227758172389202
15,3.9715302491103204,5.224199288256227,6,4,3.675419420437214,0.04565069270951624,0.29905312658878797,0.01418403660396543,0.6192170818505338,0.11740477549198215,1.8688485447859151,0.9215048296898831,13.214285714285714,0.08321921910851128
16,3.5864406779661016,5.3694915254237285,6,4,3.807148622160729,0.03765690376569038,0.2892912871364408,0.01219877781621123,0.535593220338983,0.14132006385235188,1.882661983444165,0.9203274530151043,13.535714285714286,0.0766765780060838
17,4.186746987951807,4.945783132530121,6,4,3.5838641575364902,0.03723932472691162,0.3034124413059887,0.012648782440942016,0.6506024096385542,0.10630287932237635,1.8399638743869358,0.9094383576602483,14.366666666666667,0.0632539907322198
18,4.318840579710145,4.746376811594203,6,3,3.4997628458498022,0.05592167200150631,0.3129209486166276,0.015704874835309617,0.6268115942028986,0.19193649163631563,1.859347045602039,0.9054018445322793,14.73076923076923,0.09978787964394678
19,3.7615384615384615,5.188461538461539,6,4,3.713424413424413,0.0386638611257233,0.29749777249788273,0.014523314523314523,0.6076923076923076,0.10674483688250276,1.880964917949246,0.9000594000594001,13.115384615384615,0.06293822972801694
20,4.196261682242991,4.61214953271028,5,3,3.3956825062524683,0.06429652042360061,0.3253162798181702,0.019700759071563337,0.6214953271028038,0.1349550679819872,1.886849702141963,0.8781536571453644,14.45,0.0851586990102784
21,4.046511627906977,5.0,6,4,3.488545968267768,0.04672057502246182,0.31706150836784663,0.018908932840686808,0.6697674418604651,0.12448003411296364,1.8522225311930878,0.9142795044555532,13.333333333333334,0.0811147202852569
22,4.0396825396825395,5.25,7,4,3.5991273003225195,0.04990356798457088,0.3071585916350819,0.016094352747739203,0.6349206349206349,0.13406381164794762,1.8743433772421458,0.9081135774362866,12.74074074074074,0.061561318100114545
23,4.200913242009133,4.894977168949771,6,4,3.480583134347116,0.041993281075028,0.3179150433581641,0.01927024422939969,0.6575342465753424,0.13964476074632937,1.8453398287940643,0.8953960873025847,12.521739130434783,0.0903051339761221
24,4.190476190476191,5.0476190476190474,6,4,3.599846764644424,0.04497405343071305,0.30473752640991497,0.014301966520396555,0.6360544217687075,0.12287709650696282,1.8481680008231924,0.8991897100136983,13.517241379310345,0.0756304228893259
25,4.103225806451613,5.17741935483871,6,4,3.676375404530744,0.04431563201196709,0.29877440233851926,0.013279047917319136,0.603225806451613,0.13761003552185733,1.88822791476133,0.9221213070257855,13.8,0.07652725240036634
26,3.8577777777777778,4.835555555555556,6,3,3.449047619047619,0.05954557325672499,0.3190105820107048,0.017222222222222222,0.5733333333333334,0.14595363339117712,1.9163687502907054,0.9069047619047619,14.095238095238095,0.11038966545005105
27,3.769230769230769,4.913461538461538,6,4,3.5603864734299515,0.0546538588936734,0.311072401833364,0.018208844295800816,0.6105769230769231,0.1580306213173033,1.8946051382226363,0.9193608324043107,13.380952380952381,0.11585875242234182
28,4.349514563106796,5.11326860841424,6,4,3.625730256798218,0.048465266558966075,0.3025795402009336,0.01412180052956752,0.6763754045307443,0.0928494263579246,1.856861843958369,0.8987517337031901,13.833333333333334,0.08260299072548169
29,4.16875,5.13125,6,4,3.6758228840125393,0.0412573673870334,0.29834868077329896,0.013068181818181817,0.628125,0.12114401968386082,1.8621263732771787,0.917358934169279,13.966666666666667,0.06630399406842268
