,Degree,Excentricidad,Diametro,Radio,Camino más corto promedio,Transitividad,Eficiencia Global,Rich Club Coefficient,Core Ratio,Central Point Dominance,Spectral radius,Modularidad,Average Collaborations,Clustering
0,4.8584070796460175,4.632743362831858,5,4,3.3351819075712883,0.06810035842293907,0.3313693870863165,0.0215929203539823,0.6814159292035398,0.08043587705140715,1.8384217615109795,0.8832251720747296,14.166666666666666,0.07787999034279845
1,4.8584070796460175,4.632743362831858,5,4,3.3351819075712883,0.06810035842293907,0.3313693870863165,0.0215929203539823,0.6814159292035398,0.08043587705140715,1.8384217615109795,0.8832251720747296,14.166666666666666,0.07787999034279845
2,5.4222222222222225,4.377777777777778,5,3,2.951133222775014,0.08139130434782609,0.37808181315639394,0.04046434494195688,0.8444444444444444,0.11489607372011586,1.769303277946554,0.8705362078496407,12.105263157894736,0.12897685955165172
3,4.798206278026906,4.834080717488789,6,4,3.3411303680361977,0.07534533277521975,0.33144871328741227,0.02161354179291399,0.7219730941704036,0.08271689187548618,1.8418156208746954,0.8953258190926352,13.333333333333334,0.0860890162754018
4,5.44,4.68,6,3,3.1819095477386936,0.07315573770491804,0.34956867671702024,0.027336683417085426,0.785,0.08137437003947694,1.8232050881560575,0.8819095477386935,13.88888888888889,0.09512196166472356
5,4.627659574468085,4.6063829787234045,5,4,3.263056092843327,0.08098068350668648,0.3408351348276965,0.02474684264421436,0.6223404255319149,0.14634319912001797,1.8409099012542864,0.9016384116509273,13.96,0.1430357043102141
6,5.23,4.705,6,4,3.2414070351758792,0.08801498127340825,0.3430251256282321,0.02628140703517588,0.68,0.10660509444254254,1.8087421510592543,0.8648241206030151,13.392857142857142,0.11998748155868902
7,4.884848484848485,4.557575757575758,5,3,3.1541019955654104,0.07862190812720848,0.3527050997782676,0.029785661492978566,0.7393939393939394,0.12122755745729846,1.7785016524892563,0.8685144124168515,12.916666666666666,0.10026857049518574
8,4.948837209302326,4.846511627906977,6,4,3.3407520104325146,0.07121277514026758,0.33310874447595845,0.023125407520104325,0.7348837209302326,0.11792559054692066,1.8663325273250855,0.8755053249293632,13.206896551724139,0.09472092180874558
9,4.935483870967742,4.801075268817204,6,4,3.203719848881139,0.057451509943530564,0.3472992347186494,0.026678291194420226,0.7096774193548387,0.10813861905799618,1.855759597008095,0.8774774774774775,13.75,0.08432073802986621
10,4.876190476190477,4.557142857142857,5,4,3.2535885167464116,0.06492393400471395,0.33963393331825253,0.02333105491000228,0.7,0.11928150699580661,1.8479977634236513,0.8867167919799499,13.538461538461538,0.06888338798839842
11,4.550898203592815,4.904191616766467,6,4,3.2854772382944955,0.0746050321825629,0.34258831734121614,0.02741504941923382,0.6227544910179641,0.12961504645591265,1.8783927854617617,0.876055118678306,13.545454545454545,0.13411170905514794
12,4.910344827586207,4.36551724137931,5,3,3.013888888888889,0.07662835249042145,0.36865421455933395,0.03409961685823755,0.7310344827586207,0.11729150446907301,1.8028500785356045,0.8849616858237548,14.1,0.14887388218482323
13,4.704545454545454,4.6022727272727275,6,3,3.2284415584415584,0.07241953385127636,0.3451028138528475,0.026883116883116884,0.7045454545454546,0.12774144110559785,1.8213295608760764,0.9114935064935065,13.521739130434783,0.09566374236604565
14,4.507936507936508,4.656084656084656,5,4,3.2810424406169085,0.06013179571663921,0.3376440016511536,0.02397838568051334,0.6402116402116402,0.16184835974535403,1.836956613331546,0.8691883372734437,13.958333333333334,0.11464287524147308
15,5.0476190476190474,4.552380952380952,6,3,3.2272955115060378,0.08275473822480765,0.34262930052414675,0.024151287309182045,0.6523809523809524,0.11294127416022921,1.8407217358125474,0.9031670084301663,14.307692307692308,0.09454330966551762
16,4.706976744186046,4.7627906976744185,6,4,3.369224081721365,0.05873925501432665,0.3291494602623831,0.02199521843077592,0.7069767441860465,0.08497871742877161,1.8228670427843767,0.9005433601391002,12.933333333333334,0.09746835608311084
17,4.837696335078534,4.643979057591623,5,4,3.2347203086249654,0.06521739130434782,0.34273077982922395,0.025461559658308073,0.7068062827225131,0.12467827552966804,1.8271548331372376,0.893138605676495,12.444444444444445,0.09718063116411926
18,4.7913669064748206,4.39568345323741,5,3,3.0172036284016266,0.100375554796859,0.3684269975323642,0.034720050046918985,0.7194244604316546,0.1569900291107906,1.803943900691091,0.8609112709832134,13.45,0.18145424561678428
19,4.6375,4.56875,5,3,3.24685534591195,0.08441353145747708,0.34514544025154037,0.029166666666666667,0.65,0.14924573877018546,1.8620284962665394,0.882625786163522,13.25,0.09280341476548906
