,Degree,Excentricidad,Diametro,Radio,Camino más corto promedio,Transitividad,Eficiencia Global,Rich Club Coefficient,Core Ratio,Central Point Dominance,Spectral radius,Modularidad,Average Collaborations,Clustering
0,6.462809917355372,4.24793388429752,5,3,2.8022038567493115,0.14666999251683713,0.4030922865013468,0.05385674931129476,0.8099173553719008,0.08774461507369258,1.7341704233494455,0.8484848484848485,13.846153846153847,0.11777987874610732
1,6.462809917355372,4.24793388429752,5,3,2.8022038567493115,0.14666999251683713,0.4030922865013468,0.05385674931129476,0.8099173553719008,0.08774461507369258,1.7341704233494455,0.8484848484848485,13.846153846153847,0.11777987874610732
2,6.144,4.12,5,3,2.826967741935484,0.1813186813186813,0.39641075268813386,0.04954838709677419,0.752,0.12660542620548534,1.740153507677109,0.8708387096774194,14.071428571428571,0.15607072218049758
3,7.038167938931298,4.106870229007634,5,3,2.7446858485026424,0.1578641903656413,0.408629868858825,0.054139753376394595,0.7938931297709924,0.09660190299789424,1.697457741457801,0.8411039342337052,13.666666666666666,0.1320356434996825
4,6.56198347107438,4.1652892561983474,5,3,2.7421487603305783,0.13331696538178248,0.40856290174468646,0.0546831955922865,0.8099173553719008,0.1379596321042164,1.75162241497954,0.831267217630854,13.586206896551724,0.1307637531764024
5,5.428571428571429,4.388888888888889,5,3,2.967111111111111,0.1496559633027523,0.3801671957671647,0.04342857142857143,0.626984126984127,0.14072939347039065,1.7581727371093818,0.8754285714285714,13.92,0.20687667775001706
6,6.763358778625954,4.175572519083969,5,3,2.808925425719319,0.15695527287648747,0.4003836367194666,0.05202583675866119,0.7557251908396947,0.11349890650313374,1.7656157649268756,0.8650616559013505,14.535714285714286,0.14051597749177258
7,6.983870967741935,4.137096774193548,5,3,2.7243640178337265,0.15220949263502456,0.41289229827778084,0.056779438762129555,0.8145161290322581,0.1338954682040998,1.7364384337186571,0.8530028848675584,14.607142857142858,0.13760791248220092
8,6.883333333333334,4.166666666666667,5,3,2.7600840336134453,0.16250557289344628,0.4098786181138778,0.05784313725490196,0.7916666666666666,0.08383706017166435,1.7083019335333596,0.8156862745098039,13.74074074074074,0.16506447845783018
9,6.868852459016393,3.9836065573770494,5,3,2.7756401571602765,0.18036437246963563,0.4064151199024165,0.05676737569435036,0.7213114754098361,0.08421169573304313,1.744789528239902,0.8604525132095922,13.862068965517242,0.15538001368725396
10,6.619047619047619,4.0476190476190474,5,3,2.6952380952380954,0.1188118811881188,0.41316613756609205,0.05295238095238095,0.8253968253968254,0.1274592723000284,1.6801357450084666,0.8552380952380952,13.620689655172415,0.155050139537841
11,5.821917808219178,4.424657534246576,5,3,2.9450165328294755,0.10958254269449716,0.3797559439457749,0.040151157298063296,0.7602739726027398,0.1002078041537927,1.7768374226455044,0.869248937175248,14.142857142857142,0.14014837838367247
12,6.112903225806452,4.193548387096774,5,3,2.8535274062418043,0.1906810035842294,0.39477882682049215,0.04969840020980855,0.7096774193548387,0.10621591500069628,1.7239416818314073,0.8499868869656438,14.833333333333334,0.17147625473160227
13,6.416,4.264,5,3,2.8283870967741938,0.13588850174216027,0.398765591397816,0.05174193548387097,0.8,0.08818986387043846,1.7707916296495865,0.8464516129032258,12.551724137931034,0.1355427665729523
14,6.260869565217392,4.239130434782608,5,3,2.878345498783455,0.15165979605120417,0.3894777671990721,0.04569977784830213,0.7608695652173914,0.10105369967656021,1.7618714561657445,0.8438590923516344,14.066666666666666,0.12980557716072974
15,5.884297520661157,3.9917355371900825,5,3,2.8724517906336087,0.19408945686900958,0.39226813590447984,0.049035812672176306,0.71900826446281,0.10457873963009025,1.761323123268167,0.8621212121212121,14.083333333333334,0.23005751586291032
16,6.4,4.358333333333333,6,3,2.835994397759104,0.14723467862481315,0.40044351073760287,0.05378151260504202,0.7416666666666667,0.09092158219659932,1.718699693990386,0.8686274509803922,13.785714285714286,0.17181958367386407
17,6.512396694214876,4.074380165289257,5,3,2.768732782369146,0.1586238743939044,0.406285583103732,0.05426997245179063,0.7768595041322314,0.09130732517294501,1.7375449674495642,0.8147382920110193,14.142857142857142,0.172143300274789
18,6.928,4.016,5,3,2.7023225806451614,0.11757105943152454,0.4150989247311383,0.055870967741935486,0.752,0.10811829023755275,1.6770250616794755,0.8454193548387097,14.766666666666667,0.13122027419257506
19,6.440944881889764,4.21259842519685,5,3,2.819147606549181,0.12358703843255464,0.3995229762945942,0.051118610173728284,0.8031496062992126,0.0918020802114067,1.7178317125984113,0.8492688413948256,13.10344827586207,0.13977205436866696
20,6.541353383458647,4.2631578947368425,5,3,2.8274094326725905,0.1520828741459114,0.3980329611908067,0.04955570745044429,0.7593984962406015,0.10155565891369192,1.7254931446499033,0.8534973798131693,13.5,0.12957726308812964
21,6.556390977443609,4.2631578947368425,5,3,2.835156071998177,0.15597698700191776,0.3972336143388247,0.04966962861699704,0.7819548872180451,0.10008748371633568,1.7661880578522446,0.8456368193210299,13.833333333333334,0.16632112403702035
22,6.629032258064516,4.129032258064516,5,3,2.734461054287962,0.11994578721481816,0.41018008567178427,0.05389457120377655,0.7903225806451613,0.1061051161231176,1.6991645193971168,0.8654602675059009,13.931034482758621,0.1394236339575001
23,6.5984251968503935,4.125984251968504,5,3,2.7716535433070866,0.14866666666666667,0.4049181352330579,0.05236845394325709,0.7874015748031497,0.09709843407096003,1.7534530766991783,0.8522684664416947,14.241379310344827,0.1418496697772845
24,7.426229508196721,4.081967213114754,5,3,2.6576344668744074,0.14584578601315004,0.422424694034191,0.061373797588402654,0.8360655737704918,0.10212624210968271,1.6776140453099913,0.8286140089418778,13.833333333333334,0.14073822001013134
25,6.016129032258065,4.258064516129032,5,3,2.809074219774456,0.13014460511679643,0.3988460529766289,0.04891161814843955,0.8225806451612904,0.10722623357312626,1.7510311971582615,0.8380540257015473,13.538461538461538,0.15038885027502766
26,6.504065040650406,4.0894308943089435,5,3,2.7515660402505664,0.13613200679446735,0.4079101692655915,0.053312008529921365,0.7967479674796748,0.12283182432451273,1.7177844058312488,0.8104758096761295,14.037037037037036,0.19375166255576315
27,6.496124031007752,4.24031007751938,5,3,2.8380571705426356,0.12825278810408922,0.3978157299741178,0.05075096899224806,0.7984496124031008,0.11264630136840185,1.7936910677341964,0.8492005813953488,13.4,0.1429260652546594
28,6.580645161290323,4.129032258064516,5,3,2.7787831104117493,0.16806546370121694,0.40451962584137835,0.05350118017309206,0.7096774193548387,0.10770016874622489,1.705297803187618,0.8503802779963283,13.851851851851851,0.210748277341955
29,6.544,4.184,5,3,2.755483870967742,0.12722586691658858,0.4075118279569493,0.0527741935483871,0.8,0.07939676201907331,1.6747048467065904,0.8578064516129033,14.5,0.15185415100894978
